Title,Location,Price,Size,Apartment Type
"Retko u ponudi 1.5 stan adaptiran u 2.5, uknjižen ID#1043","Ledine, Beograd, Srbija",110 000 €,45 m²,  Dvosoban stan
"Julino brdo , ul.Zmajevačka, 2.0 , 45m2","Julino brdo, Beograd, Srbija",99 000 €,45 m²,  Dvosoban stan
"Savski venac, Beograd na vodi, 3.0 stan, 79m2, 326000 EUR, ID 49519","Beograd na vodi, Beograd, Srbija",326 000 €,79 m²,  Trosoban stan
"Savski venac, Belgrade Waterfront - BW Perla, 117m2 - A REFLECTION FOR ALL TIMES - NO COMMISSION!, BW Perla","Beograd na vodi, Beograd, Srbija",734 888 €,117 m²,  Trosoban stan
"Savski venac, Beograd na vodi - BW Perla, 117m2 - PRESTIŽNA LOKACIJA - BEZ PROVIZIJE!, BW Perla","Beograd na vodi, Beograd, Srbija",734 888 €,117 m²,  Trosoban stan
Apartman Taurus na Savskom vencu,"Savski venac, Beograd, Srbija",355 000 €,92 m²,  Četvorosoban stan
Barajevo - CENTAR - potkrovlje,"Barajevo, Beograd, Srbija",37 000 €,54 m²,  Jednosoban stan
"Novi Beograd, Blok 22, Antifašističke borbe, 2.0, 58m2, 294930 EUR","Novi Beograd Blok 22, Beograd, Srbija",294 930 €,58 m²,  Dvosoban stan
"Barajevo, Naselje Gaj, Carice Milice,  65,48m2+garaža ID#1381","Beograd, Srbija",65 000 €,65.48 m²,  Dvosoban stan
"Novi Beograd, Bežanijska kosa 3, Nedeljka Gvozdenovića, 2.0, 59m2, 134000 EUR","Bežanijska kosa III, Beograd, Srbija",134 000 €,59 m²,  Dvosoban stan
"Gornji grad, Banatska, u izgradnji, 65m2-157m2, -2/6","Zemun (Gornji grad), Beograd, Srbija",175 500 €,65 m²,  Dvosoban stan
Blok 71 – pored Save 73kvm (60+13) ID#25317,"Novi Beograd Blok 71, Beograd, Srbija",174 900 €,73 m²,  Dvosoban stan
"Blok 65, Tošin Bunar, 3.0, 84m2, 3/10","Novi Beograd Blok 65, Beograd, Srbija",676 548 €,--- m²,  Četvorosoban stan
"Blok 65, Tošin Bunar, 2.0, 70m2, 2/10","Novi Beograd Blok 65, Beograd, Srbija",258 630 €,69 m²,  Dvosoban stan
"CENTAR-hala Pionir-89m2-uknjižen 2/6,lift","29. Novembra, Beograd, Srbija",249 000 €,89 m²,  Četvorosoban stan
"Gornji grad, Banatska, u izgradnji, 2.5, 82m2, pr/6","Zemun (Gornji grad), Beograd, Srbija",196 700 €,82 m²,  Trosoban stan
"Kod Paunovog brega Banjica 2,0 41,75 m2 2/2 EG","Banjica, Beograd, Srbija",93 467 €,40 m²,  Dvosoban stan
"Kod Paunovog brega Banjica 2,0","Banjica, Beograd, Srbija",91 632 €,38.18 m²,  Dvosoban stan
"70m2, (T) ,DUŠANOVAC , stan","Dušanovac, Beograd, Srbija",217 000 €,70 m²,  Četvorosoban stan
"Dvosoban stan - Džona Kenedija, Blok 8a, Džona Kenedija","Novi Beograd Blok 8a, Beograd, Srbija",162 000 €,58 m²,  Dvosoban stan
"Prodaja, stan dvosoban, Zemun Batajnica","Batajnica, Beograd, Srbija",90 802 €,45.86 m²,  Dvosoban stan
"Prodaja, stan trosoban, Zemun Batajnica","Batajnica, Beograd, Srbija",120 780 €,61 m²,  Trosoban stan
"BOTANIČKA BAŠTA, 57M2, X, CG","Botanička bašta, Beograd, Srbija",162 000 €,57 m²,  Dvosoban stan
"LEKINO BRDO, 70M2, II, CG","Lekino brdo, Beograd, Srbija",213 500 €,70 m²,  Trosoban stan
"Prodaja, stan dvosoban, Zemun Batajnica","Batajnica, Beograd, Srbija",81 972 €,41.4 m²,  Dvosoban stan
"S121, četvorosoban stan, novogradnja- 403A","Voždovac, Beograd, Srbija",345 990 €,115.33 m²,  Četvorosoban stan
"S121, četvorosoban stan, novogradnja- 503A","Voždovac, Beograd, Srbija",351 757 €,115.33 m²,  Četvorosoban stan
"Lux penthouse u novogradnji, Airport city, 138m2","Novi Beograd Blok 60 (Airport City), Beograd, Srbija",549 000 €,138 m²,  Četvorosoban stan
"Bežanijska kosa - Marka Čelebonovića, 84m2, Marka Čelebonovića","Bežanijska kosa I, Beograd, Srbija",249 000 €,84 m²,  Trosoban stan
"183m2, (T) ,ZEMUN - SAVE KOVAČEVIĆA , stan","Zemun (Save Kovačevića), Beograd, Srbija",384 000 €,183 m²,  Petosoban+ stan
Voždovac - Braće Jerković,"Braće Jerković, Beograd, Srbija",175 000 €,67 m²,  Trosoban stan
"Kod Paunovog brega Banjica  3,0 1/2 EG","Banjica, Beograd, Srbija",130 000 €,54.21 m²,  Trosoban stan
Kod Paunovog brega Banjica  1/2 EG,"Banjica, Beograd, Srbija",130 000 €,54.21 m²,  Trosoban stan
"Kod Paunovog brega Banjica 2,0 38,99 m2 2/2 EG","Banjica, Beograd, Srbija",90 223 €,38.99 m²,  Dvosoban stan
"Kod Paunovog brega Banjica 2,0 38,99 m2 1/2 EG","Banjica, Beograd, Srbija",90 223 €,38.99 m²,  Dvosoban stan
"Kod Paunovog brega Banjica 3,0 54,21 m2 + terasa 8,25m2  1/2 EG","Banjica, Beograd, Srbija",130 000 €,54.21 m²,  Trosoban stan
"Kod Paunovog brega Banjica 2,0 38,99 m2 keš 90223 evra plus pdv 2,0","Banjica, Beograd, Srbija",90 223 €,39 m²,  Dvosoban stan
"Prodajemo dvoiposoban stan, 80m2, kod Kneza Miloša","Kneza Miloša ( centar ), Beograd, Srbija",289 000 €,80 m²,  Trosoban stan
"KARABURMA-STARA OKRETNICA, 100M2, V, TA","Karaburma, Beograd, Srbija",103 000 €,100 m²,  Četvorosoban stan
"TRG POLITIKA, 65M2, III, TA","Beograd, Srbija",290 000 €,65 m²,  Trosoban stan
"83m2, 2T ,STEPA STEPANOVIC , stan","Stepa Stepanović, Beograd, Srbija",270 000 €,83 m²,  Trosoban stan
"KARABURMA, 79M2, PR, EG","Karaburma, Beograd, Srbija",149 500 €,79 m²,  Trosoban stan
"Novi Beograd, 3.0, 89m2, Blok 62","Novi Beograd Blok 62, Beograd, Srbija",199 000 €,89 m²,  Trosoban stan
"Mirijevo, cena sa PDV om","Mirijevo IV, Beograd, Srbija",119 700 €,57 m²,  Dvosoban stan
"Voždovac, Autokomanda, Esad Pašina, 5.0, 176m2, 424000 EUR","Autokomanda, Beograd, Srbija",424 000 €,176 m²,  Petosoban+ stan
"Bioskop Voždovac 176m2, stan 5,0","Voždovac, Beograd, Srbija",424 000 €,176 m²,  Petosoban+ stan
"Zemun, Gornji grad, Pregrevica, 3.5, 80m2, 250000 EUR","Zemun (Gornji grad), Beograd, Srbija",250 000 €,80 m²,  Četvorosoban stan
"Beograd na vodi, zgrada Terraces, 107m2","Beograd na vodi, Beograd, Srbija",698 000 €,107.22 m²,  Trosoban stan
"Dvosoban stan u Zemunu, 300 metara od Keja","Zemun (Gardoš), Beograd, Srbija",135 000 €,52 m²,  Dvosoban stan
"Palilula, Višnjička banja - Stojana Stoleta Aranđelovića, 91m2, Stojana Stoleta Aranđelovića","Višnjička banja, Beograd, Srbija",230 000 €,91 m²,  Četvorosoban stan
"TC Aviv Park, Učiteljsko naselje, Zvezdara ID#6072","Učiteljsko naselje, Beograd, Srbija",263 000 €,87.67 m²,  Jednosoban stan
"Predivan četvorosoban stan sa pogledom na grad za prodaju, BW Parkview","Beograd na vodi, Beograd, Srbija",469 000 €,112.63 m²,  Četvorosoban stan
"Renoviran 2.5 stan na Lionu, 57m2, crvena fasadna","Lion, Beograd, Srbija",188 000 €,57 m²,  Dvosoban stan
Fantastičan četvorosoban stan sa direktnim pogledom na reku,"Beograd na vodi, Beograd, Srbija",926 000 €,147 m²,  Četvorosoban stan
"Luksuzan stan, ,,smart sistem,, , zgrada sa bazenom","Crveni krst, Beograd, Srbija",389 000 €,87 m²,  Četvorosoban stan
Prelep dvoiposoban stan u ul Vodovodska na Čukarici na prodaju! ID#1128,"Žarkovo, Beograd, Srbija",114 500 €,57 m²,  Trosoban stan
"Savski venac, Svetozara Markovića, Svetozara Markovića, 3.0, 133m2, 800000 EUR","Vračar (Centar), Beograd, Srbija",800 000 €,133 m²,  Trosoban stan
"Lux Stan Vukov Spomenik, 4.0, Cg, 107m2, Bez provizije","Vukov spomenik, Beograd, Srbija",407 700 €,106.8 m²,  Četvorosoban stan
"Prodaja, 1.5, Kalovita, Kotež 46m² Palilula","Kotež, Beograd, Srbija",76 600 €,46 m²,  Dvosoban stan
"Lisičji potok,luksuzan,namešten 3.0-soban","Lisičji potok, Beograd, Srbija",205 000 €,60 m²,  Trosoban stan
"Novi Beograd, Surčin, Belfortska, 43.01m2, Belfortska","Ledine, Beograd, Srbija",105 375 €,43.01 m²,  Dvosoban stan
"Novi Beograd, Surčin, Belfortska, 36.69m2, Belfortska","Ledine, Beograd, Srbija",91 725 €,36.69 m²,  Jednosoban stan
Prodaja 5.5 stana Autokomanda,"Autokomanda, Beograd, Srbija",505 000 €,150 m²,  Petosoban+ stan
"Odličan,uknjižen stan ID#1416","Autokomanda, Beograd, Srbija",110 000 €,34 m²,  Dvosoban stan
"Novogradnja u blizini Djeram pijace, 82m2, 4.0, PDV","Zvezdara, Beograd, Srbija",263 000 €,82.23 m²,  Četvorosoban stan
"Vojislava Ilića,nov,lux,recepcija 24h ID#1186","Bulbuder, Beograd, Srbija",390 000 €,87 m²,  Četvorosoban stan
"Voždovac, Ustanička, Ustanička, 2.0, 50m2, 171675 EUR","Voždovac, Beograd, Srbija",171 675 €,50 m²,  Dvosoban stan
"Voždovac, Ustanička, Ustanička, 3.0, 70m2, 243958 EUR","Voždovac, Beograd, Srbija",243 958 €,70 m²,  Trosoban stan
"Beograd na vodi, zgrada Verde , 104 m2","Beograd na vodi, Beograd, Srbija",469 000 €,104.39 m²,  Četvorosoban stan
"Prodaja, stan, Uciteljsko naselje, 90m2, ID1253","Učiteljsko naselje, Beograd, Srbija",244 800 €,90 m²,  Četvorosoban stan
SNIŽENA CENA - Izuzetno povoljan trosoban stan od 68 m2 - Pašino brdo,"Lekino brdo, Beograd, Srbija",198 000 €,68 m²,  Trosoban stan
"NOVOGRADNJA U BLIZINI DJERAM PIJACE, 82M2, 4.0,PDV","Đeram pijaca, Beograd, Srbija",263 000 €,82 m²,  Četvorosoban stan
"Zvezdara, Vukov spomenik, Đuke Dinić, 2.0, 65m2, 260000 EUR","Vukov spomenik, Beograd, Srbija",260 000 €,65 m²,  Dvosoban stan
"3.5, Zvezdara, Vladimira Gortana, 66,75m2, Vladimira Gortana","Zvezdara, Beograd, Srbija",196 000 €,66.75 m²,  Trosoban stan
"Zvezdara, Kluz - Bulevar kralja Aleksandra 67m2, Bulevar kralja Aleksandra","Kluz, Beograd, Srbija",220 000 €,67 m²,  Trosoban stan
HITNA PRODAJA  - Izuzetno povoljan nov stan na Smederevskom putu,"Kaluđerica, Beograd, Srbija",99 000 €,90 m²,  Trosoban stan
"120m2, (2T) ,CVETKOVA PIJACA , stan","Cvetkova pijaca, Beograd, Srbija",305 000 €,120 m²,  Petosoban+ stan
"3.0, Borča, Branka Žeželja, 105m2, Branka Žeželja","Borča I, Beograd, Srbija",115 000 €,105 m²,  Trosoban stan
VERO- V.ILIĆA-VOŽDOVAC,"Zvezdara, Beograd, Srbija",126 000 €,45 m²,  Dvosoban stan
"Voždovac, Lekino brdo - Cankareva, 82m2, Cankareva","Lekino brdo, Beograd, Srbija",246 690 €,82 m²,  Trosoban stan
Lux. Svetao. Komforan. Garaža,"Crveni krst, Beograd, Srbija",332 000 €,83 m²,  Trosoban stan
"Voždovac, Lekino brdo - Cankareva, 58m2, Cankareva","Lekino brdo, Beograd, Srbija",175 170 €,58 m²,  Dvosoban stan
Stan za poželeti ID#1097,"Zemun (Marije Bursać), Beograd, Srbija",182 000 €,71 m²,  Trosoban stan
"Lux Stan Vukov Spomenik, 3.0, Cg, 78m2, Bez provizije","Vukov spomenik, Beograd, Srbija",299 000 €,78.35 m²,  Trosoban stan
Bežanijska Kosa 2 - 84m2+26m2 terasa,"Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
Prodaja LUX 5.0 stana - duplex Dedinje -173m2,"Dedinje (Beli dvor), Beograd, Srbija",570 000 €,173 m²,  Petosoban+ stan
Prof. kolonija 87kvm (28+59) uknjiženo ID#25219,"Profesorska kolonija, Beograd, Srbija",330 600 €,87 m²,  Dvosoban stan
"98m2, T ,VISNJICKA BANJA , stan","Višnjička banja, Beograd, Srbija",160 000 €,98 m²,  Petosoban+ stan
Troiposoban stan 84m2+26m2 terasa - Uknjižen,"Bežanijska kosa I, Beograd, Srbija",249 000 €,84 m²,  Trosoban stan
"Trosoban stan, blok 61, Dušana Vukasovića, 84m2","Novi Beograd Blok 61, Beograd, Srbija",199 000 €,84 m²,  Trosoban stan
Fenomenalan stan sa jedinstvenom terasom,"Zemun (Cara Dušana), Beograd, Srbija",245 000 €,85 m²,  Trosoban stan
Apartman Mark,"Bežanijska kosa I, Beograd, Srbija",249 000 €,84 m²,  Trosoban stan
PREPORUČUJEMO,"Višnjička banja, Beograd, Srbija",212 000 €,156 m²,  Petosoban+ stan
NAŠA PREPORUKA,"Višnjička banja, Beograd, Srbija",107 000 €,78 m²,  Trosoban stan
"Beograd,Vozdovac - Bilecka","Voždovac, Beograd, Srbija",300 000 €,101 m²,  Četvorosoban stan
Prelep 4-soban stan u potkrovlju sa velikom terasom,"Beograđanka ( centar ), Beograd, Srbija",245 000 €,96 m²,  Četvorosoban stan
"UČITELJSKO NASELJE, 60M2, PR, CG","Učiteljsko naselje, Beograd, Srbija",156 000 €,60 m²,  Dvosoban stan
"Prodajemo dvosoban salonski stan na Dorćolu, 55m2","Donji Dorćol, Beograd, Srbija",205 000 €,55 m²,  Dvosoban stan
"Zvezdara, Cvetkova pijaca, Braće Miladinov , 3.0, 65m2, 190000 EUR","Cvetkova pijaca, Beograd, Srbija",190 000 €,65 m²,  Trosoban stan
"Marka Čelebonovića 4,0 Vpr/6 249000 evra CG Beograd  -  Opština Novi Beograd  -  Bežanijska kosa 2","Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"Zemun, Donji grad, Prilaz, 5.0, 161m2, 305000 EUR","Kalemegdan, Beograd, Srbija",305 000 €,161 m²,  Petosoban+ stan
"Novi Beograd, Bežanijska kosa 2, Marka Čelebonovića, 3.5, 84m2, 249000 EUR","Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"ZEMUN-RADE KONČARA, 87M2, PR+I, EG","Zemun (Meandri), Beograd, Srbija",169 900 €,87 m²,  Trosoban stan
"STARI CERAK, 21M2, VPR, TA","Cerak, Beograd, Srbija",62 000 €,21 m²,  Jednosoban stan
"PRODAJA,3.5 STAN,KURSULINA,110 M2,HRAM SVETOG SAVE","Vračar (Centar), Beograd, Srbija",415 000 €,84 m²,  Četvorosoban stan
"84m2, T ,BEZANIJSKA KOSA , stan","Bežanijska kosa I, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"ZEMUN-RADE KONČARA, 33M2, PR, TA","Zemun (Meandri), Beograd, Srbija",77 800 €,33 m²,  Jednosoban stan
"SAVE KOVAČEVIĆA, 38M2, V, CG","Zemun (Save Kovačevića), Beograd, Srbija",109 000 €,38 m²,  Dvosoban stan
"Novi Beograd, Belville - Bulevar Crvene Armije 94m2, Bulevar Crvene Armije","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",535 000 €,94 m²,  Četvorosoban stan
USELJIV STAN U STAMBENOM KOPLEKSU,"Ledine, Beograd, Srbija",89 900 €,39 m²,  Dvosoban stan
"Zvezdara, Cvetkova pijaca, Braće Miladinov, 3.5, 89m2, 258000 EUR","Cvetkova pijaca, Beograd, Srbija",258 000 €,89 m²,  Četvorosoban stan
Trosoban duplex na Banovom Brdu u glavnoj Požeškoj ulici! ID#1123,"Banovo brdo, Beograd, Srbija",142 000 €,75 m²,  Trosoban stan
"Čukarica,Julino brdo,jednosoban ID#1122","Julino brdo, Beograd, Srbija",89 000 €,33 m²,  Jednosoban stan
"Dvoiposoban stan, Bežanijska kosa 84m2+terasa 26m2","Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"LEKINO BRDO, 53M2+30M2, I, TA.","Lekino brdo, Beograd, Srbija",155 000 €,83 m²,  Dvosoban stan
"BEŽANIJSKA KOSA I, 105M2, III, CG,","Bežanijska kosa I, Beograd, Srbija",225 000 €,105 m²,  Četvorosoban stan
"FARMACEUTSKI FAKULTET, 88M2, IV, CG,","Kumodraž II, Beograd, Srbija",135 000 €,88 m²,  Trosoban stan
Stan 3.5 Na Bezanijskoj Kosi 84m2 + 25m2 Dvoriste ID#50,"Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"Stari grad, Gundulićev venac, Žorža Klemansoa , 1.5, 34m2, 167000 EUR","Gundulićev venac, Beograd, Srbija",167 000 €,34 m²,  Dvosoban stan
"ARENA, 170M2, IV, CG","Novi Beograd Blok 28 (Potkovica), Beograd, Srbija",420 000 €,170 m²,  Petosoban+ stan
"102m2, (T) ,SENJAK , stan","Senjak, Beograd, Srbija",260 000 €,102 m²,  Četvorosoban stan
"Vračar, Crveni krst - Tome Maksimovića, 62m2, Tome Maksimovića","Crveni krst, Beograd, Srbija",210 800 €,62 m²,  Dvosoban stan
"80m2, (T) ,BEOGRAD NA VODI , stan","Beograd na vodi, Beograd, Srbija",325 000 €,80 m²,  Trosoban stan
"BATAJNICA, 56M2, III, EG","Batajnica, Beograd, Srbija",105 000 €,56 m²,  Trosoban stan
"ŽARKOVO, 83M2, III, EG, RENOVIRAN","Žarkovo, Beograd, Srbija",200 000 €,83 m²,  Trosoban stan
"BW-QUARTET 3, 77M2, VI, CG","Beograd na vodi, Beograd, Srbija",328 000 €,77 m²,  Trosoban stan
"Novi Beograd, Bežanijska kosa 2, 3.5 stan, 84m2, 249000 EUR","Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
Skojevsko naselje – lux 270kvm (138+30+100) ID#25199,"Skojevsko naselje, Beograd, Srbija",580 000 €,138 m²,  Petosoban+ stan
"Rakovica, Kanarevo brdo, Vukasovićeva, 3.0, 80m2, 143000 EUR","Kanarevo brdo, Beograd, Srbija",143 000 €,80 m²,  Trosoban stan
"Useljiva novogradnja, Jakovo, sa građ.dozvolom","Surčin (centar), Beograd, Srbija",72 850 €,47 m²,  Dvosoban stan
"Useljiva novogradnja, Jakovo, sa građ.dozvolom","Surčin (centar), Beograd, Srbija",77 550 €,47 m²,  Dvosoban stan
"Useljiva novogradnja, Jakovo, sa građ.dozvolom","Surčin (centar), Beograd, Srbija",68 200 €,44 m²,  Dvosoban stan
"Useljiva novogradnja, Jakovo, sa građ.dozvolom","Surčin (centar), Beograd, Srbija",75 900 €,46 m²,  Dvosoban stan
"Useljiva novogradnja, Jakovo, sa građ.dozvolom","Surčin (centar), Beograd, Srbija",64 350 €,39 m²,  Dvosoban stan
"Zemun, Ugrinovačka, Rade Končar, 3.0, 87m2, 169900 EUR","Zemun (Centar), Beograd, Srbija",169 900 €,87 m²,  Trosoban stan
"Strogi centar, Nikolaja Ostrovskog ID#1182","Zemun (Centar), Beograd, Srbija",99 000 €,37 m²,  Trosoban stan
Novogradnja - Cvetkova pijaca,"Cvetkova pijaca, Beograd, Srbija",252 000 €,89 m²,  Trosoban stan
"KARABURMA, JASTEBAČKA, DUPLEX 74M2","Karaburma, Beograd, Srbija",140 600 €,74 m²,  Dvosoban stan
Novogradnja - Cvetkova pijaca,"Cvetkova pijaca, Beograd, Srbija",215 000 €,76 m²,  Trosoban stan
Novogradnja - Cvetkova pijaca,"Cvetkova pijaca, Beograd, Srbija",158 000 €,55 m²,  Dvosoban stan
Novogradnja - Cvetkova pijaca,"Cvetkova pijaca, Beograd, Srbija",269 000 €,95 m²,  Trosoban stan
Novogradnja - Cvetkova pijaca,"Cvetkova pijaca, Beograd, Srbija",201 000 €,61 m²,  Dvosoban stan
"PRODAJA 1.0 STAN, KARABURMA","Karaburma, Beograd, Srbija",93 100 €,49 m²,  Jednosoban stan
Lux penthouse uz Karadjordjev park,"Vračar (Centar), Beograd, Srbija",750 000 €,163 m²,  Četvorosoban stan
"PRODAJA 5.0 PENTHOUSE, ZVEZDARA, AVIV PARK","Zvezdara, Beograd, Srbija",465 000 €,150 m²,  Petosoban+ stan
Prodajemo stan preko puta SC Šumice,"Lekino brdo, Beograd, Srbija",167 000 €,60 m²,  Dvosoban stan
Železnik - Vodovodska ID#1749,"Železnik, Beograd, Srbija",115 000 €,50 m²,  Dvosoban stan
"Retko u ponudi 3.5 stan,basta ID#1070","Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"BW Aurora, lux, namešten, uknjižen ID#1180","Beograd na vodi, Beograd, Srbija",300 000 €,53 m²,  Dvosoban stan
"KOD VUKA, 70M2, I, CG","Vukov spomenik, Beograd, Srbija",219 900 €,70 m²,  Četvorosoban stan
"Vračar, Neimar, 2.0 stan, 60m2, 269000 EUR, ID 44195","Neimar, Beograd, Srbija",269 000 €,60 m²,  Dvosoban stan
"#11494, Prodaja, Stan, SKUPŠTINA, 330000 EUR","Centar (uži), Beograd, Srbija",330 000 €,85 m²,  Trosoban stan
"KOD HRAMA, 72M2, I, TA","Vračar (Hram), Beograd, Srbija",263 000 €,72 m²,  Trosoban stan
Dedinje (blizu stadiona CZ) ID#25141,"Dedinje (25. maj), Beograd, Srbija",871 000 €,134 m²,  Četvorosoban stan
Zira – Dimitrija Tucovića 62kvm ID#25114,"Slavujev venac, Beograd, Srbija",199 000 €,62 m²,  Dvosoban stan
"Dedinje, Savski venac ID#5982","Dedinje (RTV Pink), Beograd, Srbija",1 276 145 €,196.33 m²,  Četvorosoban stan
"Jednoiposoban stan kod Kluza, Kisela voda","Kluz, Beograd, Srbija",105 000 €,45 m²,  Jednosoban stan
"124m2, 2T ,DUSANOVAC , stan","Dušanovac, Beograd, Srbija",333 990 €,124 m²,  Četvorosoban stan
"Beograd na vodi, St Regis, 62 m2","Beograd na vodi, Beograd, Srbija",565 000 €,61.65 m²,  Dvosoban stan
"162m2, 2T ,DUSANOVAC , stan","Dušanovac, Beograd, Srbija",437 508 €,162 m²,  Petosoban+ stan
"Voždovac, Darvinova pošta - Kraljevačka, 42m2, Kraljevačka","Voždovac, Beograd, Srbija",124 900 €,42 m²,  Jednosoban stan
"RETKO U PONUDI  - Funkcionalan, moderan stan koji se nalazi  u najlepšem delu Lekinog brda.","Lekino brdo, Beograd, Srbija",193 000 €,56 m²,  Trosoban stan
"2.0 uknjižen stan, blizina Palilulske pijace","Palilulska pijaca, Beograd, Srbija",160 000 €,40 m²,  Dvosoban stan
NAJKVALITETNIJA NOVOGRADNJA NA LEDINAMA,"Ledine, Beograd, Srbija",149 800 €,73 m²,  Trosoban stan
"Cerak, Jablanička, 3,5, 100m2, III, CG, uknjižen","Cerak, Beograd, Srbija",220 000 €,100 m²,  Četvorosoban stan
"Savski venac, Beograd na vodi, 3.0 stan, 88m2, 448997 EUR, ID 50068","Beograd na vodi, Beograd, Srbija",448 997 €,88 m²,  Trosoban stan
"Zemun, Mozerova, 3,0, 71m2, kompletno sređen","Zemun (Marije Bursać), Beograd, Srbija",149 000 €,71 m²,  Trosoban stan
"Zemun - Meandri - Zagorska, 2,5 s, 71 m2, plus terasa 9 m2","Zemun (Meandri), Beograd, Srbija",170 000 €,71 m²,  Trosoban stan
"Centar grada,salonac 77m2 ID#1103","Gornji Dorćol, Beograd, Srbija",410 000 €,77 m²,  Trosoban stan
"Novi Beograd, Bežanijska kosa 3, 106m2, 5.0","Bežanijska kosa III, Beograd, Srbija",230 000 €,106 m²,  Petosoban+ stan
Prodajemo 2.0 stan u Mirijevu,"Mirijevo I, Beograd, Srbija",79 900 €,88 m²,  Dvosoban stan
"Voždovac, Lekino brdo - Petrovaradinska, 57m2, Petrovaradinska","Lekino brdo, Beograd, Srbija",182 240 €,57 m²,  Dvosoban stan
"Voždovac, Lekino brdo - Petrovaradinska, 75m2, Petrovaradinska","Lekino brdo, Beograd, Srbija",240 960 €,75 m²,  Trosoban stan
Renoviran u Mirijevu sa dva parking mesta,"Mirijevo I, Beograd, Srbija",130 000 €,75 m²,  Četvorosoban stan
"KOPAONIK, STARA PLANINA, apartman, 38m2 (29m2)","Beograd, Srbija",95 000 €,29 m²,  Jednosoban stan
"Lux dvoetažni stan na Dedinju sa terasom, 124m2","Dedinje (Beli dvor), Beograd, Srbija",520 800 €,124 m²,  Četvorosoban stan
Luksuzan trosoban stan kod Cvetkove pijace,"Cvetkova pijaca, Beograd, Srbija",295 000 €,81 m²,  Trosoban stan
"Prodajemo 2.5 stan u centru Zemuna,65m2","Zemun (Centar), Beograd, Srbija",178 000 €,65 m²,  Dvosoban stan
"Sremčica, menjam stan za kuću","Čukarica, Beograd, Srbija",80 000 €,55 m²,  Dvosoban stan
"Novobrdska, nov trosoban stan, Olimp","Zvezdara, Beograd, Srbija",87 000 €,65 m²,  Trosoban stan
"Savski venac, Centar, Admirala Geprata, 4.0, 75m2, 165000 EUR","Centar (uži), Beograd, Srbija",165 000 €,75 m²,  Četvorosoban stan
"Prodaje se stan,Mirijevo ID#1477","Mirijevo I, Beograd, Srbija",63 000 €,26 m²,  Dvosoban stan
